,Provinsi (PDRB),Pengeluaran Konsumsi Rumah Tangga Triwulan I,Pengeluaran Konsumsi Rumah Tangga Triwulan II,Pengeluaran Konsumsi Rumah Tangga Triwulan III,Pengeluaran Konsumsi Rumah Tangga Triwulan IV,Pengeluaran Konsumsi Rumah Tangga Tahunan,Pengeluaran Konsumsi LNPRT Triwulan I,Pengeluaran Konsumsi LNPRT Triwulan II,Pengeluaran Konsumsi LNPRT Triwulan III,Pengeluaran Konsumsi LNPRT Triwulan IV,Pengeluaran Konsumsi LNPRT Tahunan,Pengeluaran Konsumsi Pemerintah Triwulan I,Pengeluaran Konsumsi Pemerintah Triwulan II,Pengeluaran Konsumsi Pemerintah Triwulan III,Pengeluaran Konsumsi Pemerintah Triwulan IV,Pengeluaran Konsumsi Pemerintah Tahunan,Pembentukan Modal Tetap Bruto Triwulan I,Pembentukan Modal Tetap Bruto Triwulan II,Pembentukan Modal Tetap Bruto Triwulan III,Pembentukan Modal Tetap Bruto Triwulan IV,Pembentukan Modal Tetap Bruto Tahunan,Perubahan Inventori Triwulan I,Perubahan Inventori Triwulan II,Perubahan Inventori Triwulan III,Perubahan Inventori Triwulan IV,Perubahan Inventori Tahunan,Net Ekspor Triwulan I,Net Ekspor Triwulan II,Net Ekspor Triwulan III,Net Ekspor Triwulan IV,Net Ekspor Tahunan,PDRB Triwulan I,PDRB Triwulan II,PDRB Triwulan III,PDRB Triwulan IV,PDRB Tahunan,Tahun
440,JAWA BARAT,353786.76,356653.58,350007.84,364145.9,1424594.08,3358.78,3551.56,3385.74,3464.87,13760.94,15705.76,31282.18,30692.48,44362.64,122043.06,133028.42,133705.93,137587.64,140975.65,545297.64,1371.41,-2314.62,-4899.97,-9308.02,-15151.2,26342.42,24210.66,36290.2,27272.44,114115.71,533593.55,547089.29,553063.92,570913.47,2204660.23,2021
441,JAWA TENGAH,210904.46,213305.36,213237.81,217025.07,854472.69,4085.79,4179.99,4230.24,4288.68,16784.7,16848.09,24064.39,24803.19,35104.94,100820.61,105786.83,108421.79,119121.36,117911.18,451241.16,2210.51,3266.32,3298.95,3160.69,11936.47,6403.38,-2947.88,-5483.84,-13492.15,-15520.48,346239.07,350289.97,359207.71,363998.41,1419735.15,2021
442,DI YOGYAKARTA,23673.12,24196.74,23617.76,24586.36,96073.98,1122.56,1086.82,1086.25,1174.37,4470.0,4981.33,5438.61,5457.74,7193.29,23070.98,11391.92,11902.56,12504.37,13231.99,49030.85,802.67,838.78,-20.35,171.95,1793.06,-5003.84,-6836.8,-5664.41,-7520.17,-25025.22,36967.77,36626.71,36981.38,38837.79,149413.65,2021
443,JAWA TIMUR,354193.09,363852.87,359996.1,378643.04,1456685.1,7224.22,7358.18,7417.35,7581.13,29580.88,16753.36,33019.73,34877.64,39341.07,123991.79,161712.78,157572.24,171506.14,174637.15,665428.31,5713.61,6046.98,4741.99,5108.4,21610.99,43001.34,37761.5,47241.13,29490.96,157494.93,588598.4,605611.5,625780.35,634801.75,2454792.0,2021
444,BANTEN,89252.53,89698.57,89185.61,92165.17,360301.87,731.6,757.5,752.27,774.21,3015.58,5983.45,6972.51,7245.37,8955.43,29156.76,57727.12,58049.35,58988.34,60982.92,235747.73,4.76,-2.98,-3.11,9.92,8.59,8343.3,8479.93,9214.91,11601.64,37639.77,162042.76,163954.88,165383.38,174489.29,665870.3,2021
445,BALI,30173.19,30466.18,30036.57,31431.21,122107.15,771.23,778.55,784.76,850.71,3185.25,3781.27,7332.11,6938.94,8090.93,26143.25,17036.03,16416.7,17129.53,16584.28,67166.54,129.35,131.05,122.54,128.23,511.17,962.28,1201.0,-912.69,102.48,1353.06,52853.35,56325.6,54099.65,57187.83,220466.43,2021
446,NUSA TENGGARA BARAT,20924.49,21422.91,21084.73,21708.83,85140.96,532.87,558.0,560.61,579.3,2230.78,4684.91,5499.58,5408.35,5620.37,21213.21,12279.0,12445.54,13637.9,14738.06,53100.5,222.45,196.32,-211.55,113.75,320.97,-5606.36,-4657.28,-4730.53,-6896.97,-21891.14,33037.37,35465.07,35749.5,35863.34,140115.27,2021
447,NUSA TENGGARA TIMUR,18543.78,19076.03,19105.07,19851.87,76576.76,886.32,916.39,889.31,942.24,3634.27,3362.3,7126.76,6096.11,10129.06,26714.22,11464.98,11877.81,13973.7,14414.86,51731.35,273.49,281.93,298.29,294.05,1147.76,-8537.95,-11496.23,-12281.57,-16607.2,-48922.94,25992.93,27782.69,28080.91,29024.88,110881.41,2021
448,KALIMANTAN BARAT,28751.53,27988.87,28003.19,29761.64,114505.23,722.5,705.51,719.17,656.45,2803.63,6324.19,6563.66,6744.64,7836.98,27469.46,16711.87,16820.95,17978.22,18423.85,69934.89,-1475.39,-345.28,-1129.64,-4731.15,-7681.46,4540.94,5784.21,5198.45,8765.8,24289.41,55575.65,57517.92,57514.03,60713.56,231321.16,2021
449,KALIMANTAN TENGAH,16355.18,16602.05,16694.59,17300.26,66952.08,596.18,611.36,624.62,658.58,2490.73,3625.04,5811.12,5967.61,7045.45,22449.22,16093.04,16619.82,17983.62,18966.76,69663.24,550.73,499.1,560.86,-256.61,1354.08,1964.09,1001.48,376.7,3404.33,6746.59,39184.25,41144.93,42208.0,47118.76,169655.94,2021
450,KALIMANTAN SELATAN,22276.87,22798.95,22558.3,23269.32,90903.44,493.26,506.14,501.85,506.33,2007.59,4164.29,6209.44,5911.48,7406.5,23691.71,10799.54,11117.94,11915.3,12609.66,46442.44,541.9,-158.1,-134.52,-153.94,95.34,6670.66,7913.73,10666.23,9491.3,34741.91,44946.53,48388.09,51418.63,53129.17,197882.42,2021
451,KALIMANTAN TIMUR,28069.31,29326.42,28861.71,29347.76,115605.2,804.07,823.79,885.54,905.87,3419.27,4193.82,6676.27,6565.71,11234.85,28670.66,50293.96,50926.03,53188.7,55542.31,209951.0,140.7,220.19,5.27,17.45,383.61,77909.07,82931.71,90199.42,87562.72,338602.93,161410.93,170904.42,179706.35,184610.97,696632.67,2021
452,KALIMANTAN UTARA,4041.46,4149.53,4167.35,4232.93,16591.27,184.2,189.13,188.31,192.55,754.18,1279.6,2065.31,2108.81,2137.91,7591.64,7880.89,7767.59,7956.18,8183.51,31788.17,85.87,87.52,91.51,73.86,338.77,13014.59,13164.78,13806.1,14480.71,54466.19,26486.61,27423.86,28318.27,29301.48,111530.22,2021
453,SULAWESI UTARA,14382.83,14942.65,15097.05,16439.32,60861.85,730.01,776.89,738.89,878.28,3124.07,3196.96,4656.96,3942.21,4756.51,16552.63,11761.78,12766.78,12836.63,13962.73,51327.92,1.89,2.09,2.51,2.91,9.41,3312.71,1626.84,2951.59,2853.39,10744.52,33386.18,34772.21,35568.87,38893.15,142620.42,2021
454,SULAWESI TENGAH,19801.7,20461.79,20327.9,20990.41,81581.79,801.66,825.56,881.76,978.43,3487.42,3609.53,5868.25,5389.06,6581.41,21448.25,20341.05,25687.37,28527.63,34021.17,108577.22,161.8,280.5,335.15,418.6,1196.05,8135.05,8245.97,7973.0,6635.61,30989.62,52850.78,61369.42,63434.5,69625.64,247280.35,2021
455,SULAWESI SELATAN,70613.58,74274.1,72438.97,73983.52,291310.16,1961.57,1977.75,2062.25,2011.93,8013.49,7624.18,14798.33,13436.52,17610.92,53469.94,48114.81,50790.24,53487.49,59221.37,211613.91,778.44,444.92,333.96,-1174.35,382.97,-4076.48,-6265.15,120.65,-9712.35,-19933.33,125016.09,136020.17,141879.84,141941.04,544857.14,2021
456,SULAWESI TENGGARA,16243.62,16646.68,17039.78,17226.32,67156.39,321.92,341.27,353.45,357.57,1374.2,3471.92,5214.45,5214.15,5335.34,19235.86,12186.62,12686.58,14630.34,15912.51,55416.04,264.58,-862.72,592.61,612.36,606.83,-406.85,-258.14,-2256.52,-1391.04,-4312.56,32081.8,33768.11,35573.81,38053.06,139476.77,2021
457,GORONTALO,6647.4,6712.38,6737.44,7007.67,27104.89,78.65,80.49,78.99,83.64,321.78,1685.33,2150.28,2117.52,2727.19,8680.32,2851.02,2969.08,3071.77,3491.92,12383.79,298.5,101.58,104.12,140.61,644.81,-981.48,-1125.41,-912.96,-2222.47,-5242.32,10579.42,10888.4,11196.88,11228.56,43893.26,2021
458,SULAWESI BARAT,6290.48,6430.6,6470.65,6551.89,25743.62,91.28,86.41,86.11,86.93,350.73,1088.33,1982.83,2092.66,2656.35,7820.17,3171.15,3397.31,3578.24,3983.36,14130.05,-8.02,-163.63,-20.47,-18.84,-210.96,1222.18,1078.98,479.56,-48.8,2731.91,11855.4,12812.5,12686.74,13210.88,50565.53,2021
459,MALUKU,8297.85,8476.3,8312.75,8917.24,34004.14,311.55,317.36,315.96,334.44,1279.3,2225.17,4148.16,3566.16,6020.05,15959.54,3838.82,3965.43,4186.6,4278.28,16269.13,72.47,68.55,68.61,68.21,277.84,-3104.32,-4766.12,-4136.34,-6889.51,-18896.29,11641.55,12209.69,12313.73,12728.7,48893.68,2021
460,MALUKU UTARA,5374.89,5564.64,5764.03,6116.98,22820.54,131.28,130.54,138.8,151.38,552.0,2196.71,3009.89,3118.14,3633.61,11958.35,2838.21,3884.94,8231.83,12373.87,27328.86,-559.4,48.89,12.32,373.02,-125.18,1674.78,-258.16,-4318.22,-7152.44,-10054.04,11656.47,12380.74,12946.91,15496.41,52480.52,2021
461,PAPUA BARAT,6135.97,6508.74,6515.55,6892.02,26052.28,191.81,208.06,211.54,224.81,836.21,3169.8,3489.64,3842.94,5720.88,16223.26,4115.54,3890.35,4294.02,6596.06,18895.97,2066.46,-1158.74,720.49,-2812.36,-1184.15,5845.69,7426.84,5434.3,5548.09,24254.91,21525.26,20364.88,21018.84,22169.5,85078.49,2021
462,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
463,PAPUA,25346.72,25594.93,25556.32,27206.49,103704.46,1122.01,1164.28,1215.08,1304.21,4805.58,9901.09,10699.97,11184.07,14635.21,46420.34,16914.39,17627.82,21396.54,21346.24,77284.99,1591.57,-30.2,-2188.08,1168.44,541.73,-300.35,1431.56,2268.04,-668.88,2730.37,54575.44,56488.36,59431.96,64991.71,235487.47,2021
464,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
465,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
466,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
467,TOTAL,2271796.95,2317276.65,2291684.58,2377239.99,9257998.18,50244.67,52285.66,52354.4,53953.08,208837.81,264594.33,387252.85,385904.84,492431.38,1530183.4,1271593.06,1285940.82,1360968.4,1426417.65,5344919.94,23912.07,10102.66,10225.81,-1878.49,42362.05,172355.24,131689.41,182062.55,81400.69,567507.89,4054496.32,4184548.04,4283200.59,4429564.3,16951809.26,2021
468,ACEH,27356.89,28736.28,28882.69,28881.72,113857.59,937.97,950.79,993.96,1005.6,3888.31,5647.69,9170.33,9907.63,13809.09,38534.74,16059.16,16200.54,17042.47,17639.02,66941.19,114.12,59.17,-44.92,139.38,267.76,-2015.78,-3739.09,-3776.95,-4259.41,-13791.23,48100.07,51378.02,53004.88,57215.39,209698.36,2022
469,SUMATERA UTARA,114228.6,119983.63,122045.9,126044.05,482302.18,1896.89,1992.31,2058.43,2126.83,8074.46,12505.73,15088.68,14458.37,15259.81,57312.58,68172.58,69133.91,70978.85,74184.45,282469.79,4209.56,4474.53,4554.53,4648.49,17887.1,24630.31,24673.11,29969.28,27874.27,107146.98,225643.67,235346.16,244065.36,250137.89,955193.09,2022
470,SUMATERA BARAT,35738.32,38603.77,38861.98,38956.08,152160.15,690.44,734.23,785.32,732.67,2942.66,5052.98,7160.33,7523.36,9361.97,29098.65,19957.11,20432.61,21075.05,22337.24,83802.01,204.61,111.47,257.78,271.17,845.03,4805.68,2951.9,4637.72,4131.56,16526.86,66449.14,69994.32,73141.22,75790.68,285375.36,2022
471,RIAU,77565.41,82644.88,84568.23,86348.51,331127.02,1039.43,1193.06,1256.92,1362.2,4851.6,5437.88,7227.93,8162.54,8765.9,29594.25,79208.07,81180.04,77567.34,79666.44,317621.89,-1384.01,2223.81,-941.53,1543.79,1442.06,78598.5,71749.11,78577.6,78053.34,306978.55,240465.28,246218.83,249191.09,255740.18,991615.38,2022
472,JAMBI,27150.21,28742.44,28637.32,29863.41,114393.37,348.11,376.34,384.57,381.58,1490.6,2443.19,4600.53,4761.9,7147.41,18953.03,13681.51,13308.9,14120.32,14600.29,55711.02,796.44,793.26,269.41,293.83,2152.94,19145.92,21396.71,23308.97,20384.29,84235.88,63565.37,69218.18,71482.48,72670.81,276936.85,2022
473,SUMATERA SELATAN,81676.42,87008.53,89420.85,89688.4,347794.2,1821.0,2053.36,2091.46,2101.62,8067.44,4896.72,8581.75,8589.1,12096.36,34163.92,42297.6,45123.42,47275.44,47386.77,182083.24,96.42,-86.26,-2.68,-13.55,-6.06,915.1,6451.86,9230.65,1379.08,17976.69,131703.26,149132.66,156604.81,152638.7,590079.43,2022
474,BENGKULU,12406.14,13664.63,13380.97,13777.65,53229.38,451.97,475.82,498.42,509.93,1936.14,3191.38,3722.27,3560.23,4740.88,15214.76,8443.31,8783.91,9002.48,9660.92,35890.61,473.63,-252.55,107.61,193.63,522.31,-4254.58,-3567.93,-3916.67,-4942.08,-16681.26,20711.84,22826.14,22633.05,23940.92,90111.95,2022
475,LAMPUNG,59849.93,64124.01,64414.93,65407.05,253795.92,1594.42,1672.84,1716.67,1755.09,6739.01,5018.05,6728.54,6916.62,9682.73,28345.95,31951.04,32808.86,33930.16,35751.82,134441.88,708.03,774.32,-208.16,-200.24,1073.95,-3616.99,49.09,1934.15,-8643.29,-10277.03,95504.49,106157.65,108704.38,103753.16,414119.68,2022
476,KEP. BANGKA BELITUNG,13223.22,13772.9,13808.49,13782.27,54586.88,164.31,167.13,173.64,173.32,678.39,1476.42,2382.31,2392.92,2865.55,9117.2,5897.35,5768.36,5971.91,6394.51,24032.13,45.25,48.81,52.6,27.97,174.63,2008.34,1969.58,1374.1,1345.2,6697.21,22814.88,24109.08,23773.66,24588.82,95286.44,2022
477,KEP. RIAU,29280.24,31142.32,31957.82,32495.14,124875.52,178.17,186.21,192.32,183.98,740.68,1931.42,3350.68,3354.92,5920.57,14557.59,30490.76,31056.59,32731.96,35207.42,129486.72,174.14,-144.4,524.88,1442.45,1997.06,10460.21,10203.0,8670.07,7748.87,37082.15,72514.94,75794.39,77431.96,82998.43,308739.72,2022
478,DKI JAKARTA,473229.06,491868.62,496707.08,510007.56,1971812.32,15470.23,16801.55,16846.55,17220.3,66338.62,75128.64,103341.95,105049.4,136757.55,420277.54,265602.51,262762.38,283355.3,289491.74,1101211.93,14837.45,-2619.67,2347.04,-1854.8,12710.02,-79273.98,-81953.0,-101028.46,-121553.78,-383809.21,764993.9,790201.85,803276.91,830068.57,3188541.22,2022
479,JAWA BARAT,373681.32,395175.99,393159.57,408441.13,1570458.02,3518.61,3724.63,3700.64,3776.12,14720.0,16615.8,29851.22,33404.2,43479.02,123350.23,140760.04,141407.27,146283.79,148444.15,576895.25,1455.19,1443.56,750.44,-1156.88,2492.32,44197.29,29065.48,37582.76,24020.97,134866.5,580228.26,600668.16,614881.39,627004.51,2422782.32,2022
480,JAWA TENGAH,223620.22,235746.89,239161.74,242380.71,940909.56,4480.07,4759.54,4857.78,4892.84,18990.24,16140.01,22857.47,23471.79,39562.46,102031.73,108881.89,111871.55,127704.94,130073.0,478531.39,3646.46,3870.05,3907.58,4077.39,15501.48,18655.24,5281.86,-3050.19,-17710.93,3175.98,375423.9,384387.37,396053.63,403275.47,1559140.36,2022
481,DI YOGYAKARTA,24613.98,25456.03,25464.82,26575.46,102110.29,1170.41,1188.39,1205.84,1254.56,4819.2,5146.53,5570.78,5783.65,7683.67,24184.62,12719.35,12960.38,13398.34,14894.12,53972.18,833.8,856.94,-21.69,129.39,1798.44,-4671.19,-5249.74,-3989.15,-7250.14,-21160.21,39812.88,40782.78,41841.81,43287.06,165724.53,2022
482,JAWA TIMUR,379590.69,407275.57,410894.68,428052.62,1625813.56,7611.61,8096.72,8150.94,8260.67,32119.94,17352.0,29070.21,31802.96,39130.15,117355.32,176096.6,178204.71,190080.6,197191.3,741573.21,5904.73,6500.32,6633.31,3667.82,22706.18,64229.85,49898.69,54423.35,23303.53,191855.42,650785.48,679046.23,701985.83,699606.09,2731423.63,2022
483,BANTEN,94822.86,98828.79,102181.43,103510.12,399343.21,763.64,794.04,822.1,812.92,3192.7,6102.67,7240.93,7953.55,9326.76,30623.92,61507.2,62639.44,65577.17,67533.7,257257.52,49.07,-7.61,7.7,-2.27,46.89,14115.87,14685.02,13218.7,14737.0,56756.6,177361.32,184180.62,189760.66,195918.24,747220.84,2022
484,BALI,31553.57,33170.0,33666.21,34962.11,133351.88,832.63,925.08,960.92,997.93,3716.57,3745.23,6515.35,7135.49,8964.96,26361.02,16720.59,17637.67,19272.3,19170.95,72801.51,144.14,140.42,142.49,140.0,567.05,2482.66,2795.72,1865.99,1425.49,8569.86,55478.81,61184.25,63043.4,65661.43,245367.89,2022
485,NUSA TENGGARA BARAT,22189.45,22938.63,23083.54,23610.01,91821.64,594.22,616.83,634.9,630.81,2476.77,4947.86,5494.64,5598.39,5956.55,21997.45,13108.48,12968.05,13944.83,14560.3,54581.65,158.59,108.63,52.77,26.14,346.13,-4344.39,-2911.91,-2834.34,-4190.33,-14280.97,36654.21,39214.87,40480.1,40593.49,156942.67,2022
486,NUSA TENGGARA TIMUR,19066.96,20378.52,20755.51,21415.8,81616.79,963.75,981.11,985.69,1015.91,3946.45,3435.94,6141.79,7167.51,9494.95,26240.18,12492.54,13044.25,13391.4,15149.54,54077.74,289.87,291.68,294.54,272.44,1148.54,-9060.9,-11316.57,-12188.23,-15741.56,-48307.26,27188.16,29520.78,30406.43,31607.08,118722.45,2022
487,KALIMANTAN BARAT,30323.77,31266.95,31345.8,31507.04,124443.56,718.64,749.04,755.93,846.65,3070.25,5962.24,6270.12,6999.2,7437.56,26669.12,17189.23,18008.84,19825.32,20663.29,75686.68,-2585.88,-3582.43,-3736.75,-1146.67,-11051.73,9892.23,10586.13,9307.21,7193.82,36979.39,61500.23,63298.66,64496.7,66501.69,255797.28,2022
488,KALIMANTAN TENGAH,17158.58,17971.02,18237.86,18490.26,71857.72,651.9,680.8,694.56,704.32,2731.57,4030.02,5348.33,5931.39,7368.02,22677.76,16735.02,16793.97,18859.63,19353.07,71741.68,578.98,482.03,396.32,23.38,1480.71,7232.11,8483.31,5729.02,7807.4,29251.83,46386.61,49759.45,49848.79,53746.44,199741.29,2022
489,KALIMANTAN SELATAN,23814.9,26088.04,26309.43,27002.74,103215.11,506.47,549.68,560.33,577.38,2193.86,4343.27,6287.42,6470.74,7503.16,24604.59,12222.31,12285.96,12998.3,14122.25,51628.81,-96.41,-1680.67,1199.14,-281.87,-859.82,11711.59,20514.91,19502.37,18587.22,70316.09,52502.12,64045.33,67040.31,67510.88,251098.65,2022
490,KALIMANTAN TIMUR,29921.77,31468.97,31989.23,32504.7,125884.68,864.77,886.91,962.15,975.77,3689.59,4460.04,6802.07,7606.09,13102.52,31970.72,54861.68,54489.07,58839.71,64891.85,233082.31,17.45,164.25,60.31,168.08,410.09,97052.49,136405.39,151392.72,141562.99,526413.6,187178.21,230216.65,250850.22,253205.9,921450.99,2022
491,KALIMANTAN UTARA,4293.45,4482.91,4576.83,4641.7,17994.89,196.03,205.95,211.63,213.04,826.65,1272.51,1999.93,2071.44,2575.19,7919.07,8246.57,7883.05,8663.03,9033.09,33825.73,93.18,89.74,91.49,85.06,359.47,15252.1,19017.96,20897.34,22581.75,77749.15,29353.83,33679.55,36511.75,39129.83,138674.96,2022
492,SULAWESI UTARA,15340.81,16850.87,16965.98,18975.29,68132.96,795.46,878.64,841.61,934.04,3449.76,3307.96,4632.58,4274.38,5223.31,17438.24,11871.55,13415.16,14135.76,15744.57,55167.05,2.11,2.5,2.68,2.98,10.26,4719.76,2572.55,3602.71,1946.17,12841.2,36037.66,38352.31,39823.13,42826.36,157039.46,2022
493,SULAWESI TENGAH,21357.64,22652.9,22655.62,23348.13,90014.3,901.41,1009.5,1038.4,1077.82,4027.13,3788.89,5251.71,5245.78,7654.88,21941.27,33276.4,32702.47,36708.32,37016.9,139704.08,589.71,303.91,350.68,477.48,1721.77,10917.87,21081.28,16066.91,18155.67,66221.73,70831.92,83001.78,82065.7,87730.88,323630.28,2022
494,SULAWESI SELATAN,75305.22,81893.51,81599.87,82450.37,321248.97,2134.23,2235.65,2410.48,2292.37,9072.73,6892.75,12410.58,15350.06,18563.16,53216.55,50547.07,53514.35,61056.08,60989.42,226106.92,780.65,273.96,944.16,-244.19,1754.58,850.74,833.81,-2211.65,-5696.69,-6223.8,136510.64,151161.85,159149.0,158354.45,605175.94,2022
495,SULAWESI TENGGARA,17342.64,18439.88,18984.01,19216.84,73983.37,355.27,382.57,390.42,399.95,1528.21,3758.55,4953.42,5256.2,5909.33,19877.5,13495.63,13631.29,15400.74,16922.0,59449.66,631.68,647.73,-72.32,-48.7,1158.39,-231.42,502.41,876.8,1655.36,2803.15,35352.35,38557.31,40835.84,44054.78,158800.27,2022
496,GORONTALO,7014.42,7272.42,7392.7,7583.22,29262.76,84.12,87.16,88.34,89.49,349.11,1795.46,2148.19,2148.73,2810.33,8902.71,3085.37,3221.95,3330.85,3586.25,13224.42,336.06,106.31,102.56,140.47,685.41,-1113.67,-990.55,-865.61,-1888.29,-4858.12,11201.77,11845.47,12197.57,12321.48,47566.29,2022
497,SULAWESI BARAT,6713.33,6900.78,7067.82,7073.06,27755.0,90.29,98.77,103.86,98.54,391.47,1196.96,1924.14,2451.02,2605.69,8177.81,3413.88,3405.91,3713.9,4242.85,14776.54,412.64,432.57,-24.15,-68.53,752.53,913.46,834.7,370.04,56.81,2175.0,12740.57,13596.88,13682.49,14008.41,54028.35,2022
498,MALUKU,8986.18,9262.17,9472.19,9710.56,37431.1,336.89,347.53,353.36,373.06,1410.83,2409.42,3377.62,4159.4,5657.6,15604.04,3815.63,4187.02,4207.01,4553.92,16763.58,68.45,69.13,71.07,73.0,281.64,-3026.01,-3813.05,-4422.77,-6150.74,-17412.57,12590.55,13430.41,13840.25,14217.41,54078.63,2022
499,MALUKU UTARA,5911.82,6116.7,6200.48,6517.21,24746.2,143.41,150.14,153.18,161.08,607.81,2287.49,3079.04,3232.75,4337.06,12936.35,7023.46,9023.78,13224.75,17503.02,46775.02,-158.83,90.32,28.22,132.84,92.56,1344.31,-1073.08,-5310.05,-9216.51,-14255.32,16551.66,17386.91,17529.34,19434.71,70902.61,2022
500,PAPUA BARAT,6731.38,7066.41,6890.65,7112.3,27800.75,207.3,226.62,219.05,241.85,894.82,3299.36,3652.74,3691.75,5975.45,16619.29,3672.92,3792.84,4218.63,5891.73,17576.12,1989.67,-728.66,735.54,-3526.04,-1529.49,5992.33,8593.61,7438.8,7915.79,29940.52,21892.96,22603.55,23194.43,23611.08,91302.02,2022
501,PAPUA BARAT DAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
502,PAPUA,27049.54,28338.63,28721.6,30095.48,114205.25,1235.18,1295.43,1297.73,1387.94,5216.28,10068.06,11188.86,12208.39,14268.67,47733.98,19414.37,19465.15,21377.33,23374.54,83631.38,-1453.05,46.79,-1798.67,895.25,-2309.69,7733.27,5423.16,2309.66,-1423.52,14042.58,64047.37,65758.02,64116.04,68598.36,262519.79,2022
503,PAPUA SELATAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
504,PAPUA TENGAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
505,PAPUA PEGUNUNGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
506,TOTAL,2418108.97,2555334.6,2579463.83,2650428.69,10203336.09,53749.24,57474.35,58398.1,59568.17,229189.85,255089.14,363424.43,384091.85,500998.27,1503603.69,1382918.75,1403113.68,1499263.99,1557226.44,5842522.87,33963.89,15303.97,17033.98,10328.69,76630.53,346248.3,361405.45,358692.85,223199.32,1289545.93,4490078.29,4756056.48,4896944.6,5001749.58,19144828.96,2022
507,ACEH,29826.42,30972.85,31112.37,31257.69,123169.33,1006.95,1011.36,1010.13,1245.18,4273.62,5852.17,10524.76,10276.19,12855.6,39508.72,17321.28,18218.43,18793.14,19400.45,73733.3,569.29,-616.27,819.87,-317.11,455.77,-992.33,-4623.07,-5307.61,-3199.53,-14122.55,53583.77,55488.07,56704.09,61242.28,227018.2,2023
508,SUMATERA UTARA,129290.43,132354.18,133876.62,137527.15,533048.38,2161.11,2276.61,2326.83,2482.22,9246.77,13537.27,16489.52,14880.5,16425.17,61332.46,74719.8,75774.92,78657.19,81068.75,310220.67,4972.32,4935.79,5040.5,5079.38,20027.98,27268.59,28532.07,32515.76,28802.73,117119.15,251949.51,260363.09,267297.41,271385.4,1050995.41,2023
509,SUMATERA BARAT,39786.33,41030.52,40638.76,41466.36,162921.97,765.73,817.8,809.57,871.37,3264.47,5311.99,7552.45,7032.57,9460.25,29357.26,22237.49,22517.59,23421.9,24342.72,92519.7,336.85,-347.45,-377.38,-458.19,-846.17,7688.66,6191.05,6802.6,4869.83,25552.14,76127.05,77761.96,78328.02,80552.36,312769.38,2023
510,RIAU,85161.93,89663.87,90055.81,93798.62,358680.24,1208.09,1366.34,1369.36,1578.33,5522.13,6186.44,8285.54,8028.68,10122.33,32622.99,83139.26,83836.03,85492.81,85854.37,338322.47,-1454.96,2655.65,-504.64,1518.77,2214.81,77065.2,63910.48,76788.05,71345.69,289109.43,251305.95,249717.9,261230.07,264218.12,1026472.05,2023
511,JAMBI,29948.88,31400.45,30560.46,31943.88,123853.68,382.37,419.28,422.47,476.6,1700.72,2720.14,5199.64,4305.42,7587.78,19812.99,15666.23,15561.18,16175.33,16599.88,64002.61,974.01,727.44,449.53,269.25,2420.23,20804.99,19731.08,22947.99,18505.72,81989.78,70496.63,73039.07,74861.2,75383.11,293780.01,2023
512,SUMATERA SELATAN,92091.95,95350.59,95784.56,98213.92,381441.02,2109.15,2294.18,2165.6,2414.42,8983.35,5927.09,9477.65,8882.82,13046.35,37333.91,44134.06,46885.37,48637.66,51379.71,191036.81,-4.26,2.77,2.74,2.5,3.76,6258.49,4286.71,6900.31,-7075.69,10369.83,150516.49,158297.28,162373.7,157981.21,629168.67,2023
513,BENGKULU,13812.6,14942.66,14478.37,15068.01,58301.65,521.06,539.68,564.59,598.02,2223.35,3349.29,4252.04,3854.41,5093.65,16549.39,9025.48,9179.55,9618.44,10229.78,38053.25,456.59,-571.92,10.0,-394.03,-499.36,-4078.48,-3870.26,-4664.45,-5431.99,-18045.17,23086.53,24471.76,23861.37,25163.44,96583.09,2023
514,LAMPUNG,66975.8,70985.97,69963.57,71911.16,279836.5,1791.01,1888.42,1911.4,2131.54,7722.37,5331.81,7249.08,6842.98,10191.47,29615.33,34807.39,35039.23,36300.34,38961.82,145108.77,721.73,744.52,-180.3,-165.18,1120.77,-4068.47,-1106.71,1402.52,-10780.45,-14553.11,105559.26,114800.5,116240.51,112250.37,448850.64,2023
515,KEP. BANGKA BELITUNG,14040.46,14407.6,14760.49,14951.22,58159.77,174.31,180.38,180.23,201.51,736.42,1645.31,2566.53,2505.55,3322.8,10040.19,6240.62,6297.96,6730.55,6892.26,26161.4,35.62,54.89,51.26,33.28,175.05,2091.93,2240.27,1857.86,1063.89,7253.95,24228.25,25747.63,26085.94,26464.95,102526.77,2023
